salary,city,workYear,district,companySize,companyFullName,industryField,companyLabelList,positionLables,firstType,positionAdvantage,positionName,education,financeStage,createTime
15k-30k,深圳,3-5年,南山区,50-150人,深圳锚链科技有限公司,"移动互联网,数据服务","带薪年假,年底双薪,弹性工作,年度旅游,","信息安全,软件开发,linux,OpenStack,",开发/测试/运维类,"年轻,工作氛围好,福利待遇好",Python/GO区块链开发工程师,大专,天使轮,2017-11-27 10:23:50
12k-24k,深圳,不限,南山区,2000人以上,深圳市铺铺旺电子商务有限公司,"移动互联网,电子商务","弹性工作,带薪年假,绩效奖金,年底双薪,","高级,php,Java,MySQL,",开发/测试/运维类,"双休,股权,下午茶,包住",Python后台架构师 （后台开发）,本科,未融资,2017-12-19 15:54:59
13k-25k,深圳,3-5年,福田区,500-2000人,上海海万信息科技股份有限公司,"移动互联网,金融",,"金融,高级,大数据,可视化,",产品/需求/项目类,"最先进的技,大项目,交通便利,环境好",Python 数据分析,大专,不需要融资,2017-12-14 22:48:18
15k-30k,深圳,1-3年,宝安区,150-500人,深圳市新一代信息技术研究院有限公司,"企业服务,教育","年底双薪,节日礼物,技能培训,年度旅游,","云计算,软件开发,",开发/测试/运维类,"五险一金,带薪年假,国外旅游,各种补贴",python讲师,大专,B轮,2017-12-14 14:51:07
12k-24k,深圳,1-3年,南山区,50-150人,深圳市幻竞科技有限公司,游戏,,"游戏,LUA,php,后端,",开发/测试/运维类,"办公环境好,扁平化管理,不打卡,女生都是宝",python服务器高级开发工程师,不限,未融资,2017-12-07 16:36:41
10k-20k,深圳,1-3年,福田区,15-50人,深圳市必易网络科技有限公司,"电子商务,硬件",,"资深,高级,后端开发,",开发/测试/运维类,"五险一金,福利多多,补贴,旅游",Node/Java/PHP/Python后端工程师,本科,不需要融资,2017-11-30 15:48:18
7k-13k,深圳,1-3年,宝安区,500-2000人,北京千锋互联科技有限公司,移动互联网,"节日礼物,专项奖金,股票期权,带薪年假,","职业培训,培训,Java,",其他,"五险一金,旅游,年度体检,晋升",python助教老师（项目经理）,大专,A轮,2017-12-20 10:10:03
20k-35k,深圳,3-5年,南山区,500-2000人,顺丰科技有限公司,"移动互联网,电子商务","技能培训,节日礼物,带薪年假,岗位晋升,","软件开发,算法,",开发/测试/运维类,"丰厚年终奖,弹性工作制,集团背景,氛围好",GIS Python开发工程师,本科,不需要融资,2017-12-20 09:45:57
8k-16k,深圳,1-3年,南山区,500-2000人,深圳友宝科斯科技有限公司,"O2O,移动互联网","带薪年假,定期体检,全勤奖,商业保险,","大数据,数据挖掘,",开发/测试/运维类,"独角兽,不加班,上市集团",Python数据分析师,本科,上市公司,2017-12-20 09:16:16
10k-18k,深圳,不限,南山区,2000人以上,文思海辉技术有限公司,"移动互联网,数据服务","专项奖金,绩效奖金,带薪年假,定期体检,","C/C++,linux,golang,django,",开发/测试/运维类,"金融大项目,牛人多,周末双休,错峰上下班",c++（python）开发工程师,大专,上市公司,2017-12-19 10:26:53
8k-16k,深圳,1-3年,盐田区,15-50人,清影医疗科技(深圳)有限公司,"医疗健康,其他","交通补助,五险一金,餐费补贴,年假,","企业服务,node.js,php,",开发/测试/运维类,"五险一金,饭补,车补,年假",Python后端工程师,不限,B轮,2017-12-18 15:09:10
15k-30k,深圳,不限,南山区,2000人以上,广东欧珀移动通信有限公司,移动互联网,"丰厚年终,扁平管理,追求极致,本分,","web,持续集成,",开发/测试/运维类,给力薪酬 海景办公楼 高配健身房 员工食堂,Python测试开发工程师,本科,不需要融资,2017-12-07 17:05:14
15k-25k,深圳,3-5年,福田区,50-150人,深圳晶泰科技有限公司,"企业服务,医疗健康","节日礼物,股票期权,岗位晋升,扁平管理,","云计算,高级,后端开发,",开发/测试/运维类,五险一金，年底双薪，氛围好，双休不打卡,科学计算软件开发工程师（ Python、C/C++、Fortran）,本科,B轮,2017-12-20 09:36:56
8K-10K,深圳,1-3年,龙岗区,2000人以上,武汉佰钧成技术有限责任公司,移动互联网,"带薪年假,计算机软件,管理规范,定期体检,","自动化,",开发/测试/运维类,前景广阔，,python测试,本科,不需要融资,2017-12-20 23:07:19
20k-40k,深圳,1-3年,南山区,50-150人,深圳市透明伞科技有限公司,"移动互联网,O2O","年底双薪,节日礼物,技能培训,潜力无限,","php,Java,web,",开发/测试/运维类,"福利好,发展空间大",python后台开发工程师,本科,B轮,2017-12-12 11:08:16
6k-12k,深圳,不限,南山区,2000人以上,深圳市铺铺旺电子商务有限公司,"移动互联网,电子商务","弹性工作,带薪年假,绩效奖金,年底双薪,","中级,初级,后端开发,MySQL,",开发/测试/运维类,"双休,下午茶,包住宿,股权",Python工程师 （后台开发）,大专,未融资,2017-12-19 15:54:45
10k-20k,深圳,1-3年,南山区,50-150人,深圳市小闪科技有限公司,"移动互联网,O2O","股票期权,定期体检,绩效奖金,弹性工作,","电商,物流,游戏,社交,大数据,",开发/测试/运维类,"扁平化管理,公司氛围好,发展空间大,环境棒",Python后端工程师,本科,A轮,2017-12-04 16:30:49
8k-16k,深圳,1-3年,南山区,150-500人,汇金智融（北京）科技有限公司,"移动互联网,电子商务","年底双薪,绩效奖金,带薪年假,弹性工作,","数据分析,算法,数据挖掘,机器学习,深度学习,django,",开发/测试/运维类,"金融银行,股权激励",python爬虫,本科,上市公司,2017-12-20 10:12:48
10k-20k,深圳,3-5年,福田区,500-2000人,上海海万信息科技股份有限公司,"移动互联网,金融",,"中级,算法,数据挖掘,",开发/测试/运维类,"周末双休,节日福利,五险一金,带薪年假",Python爬虫工程师,本科,不需要融资,2017-12-15 18:30:55
10k-20k,深圳,1-3年,南山区,15-50人,深圳市红树科技有限公司,金融,"股票期权,业界大牛,扁平管理,年终分红,","金融,云计算,服务器端,全栈,",开发/测试/运维类,"高速成长,期权激励,工程师文化,五险一金",Go/Python后端攻城狮,本科,不需要融资,2017-12-04 09:01:37
8k-15k,深圳,1-3年,南山区,15-50人,深圳市一面网络技术有限公司,"移动互联网,数据服务","技能培训,海归精英团队,Geek分享,绩效奖金,","数据挖掘,Java,",开发/测试/运维类,"五险一金,丰厚年终奖,年度旅游,年度体检",Python工程师（爬虫方向）,本科,A轮,2017-12-13 12:11:44
8k-16k,深圳,不限,南山区,15-50人,北京悦柠檬科技有限公司,"移动互联网,企业服务",,"django,",开发/测试/运维类,"极客团队,发展空间大",Python研发工程师 (WEB后端),本科,不需要融资,2017-12-18 10:33:18
10k-16k,深圳,1-3年,南山区,50-150人,深圳开黑科技有限公司,"移动互联网,文化娱乐","股票期权,年底双薪,技能培训,五险一金,","游戏,脚本,接口测试,",开发/测试/运维类,"电竞风口,互联网平台,工作氛围好,领导奈斯",Python自动化测试,本科,A轮,2017-12-19 12:13:12
10k-20k,深圳,1-3年,南山区,50-150人,深圳趣凡网络科技有限公司,"移动互联网,游戏","绩效奖金,股票期权,年底双薪,带薪年假,","游戏,后端,Erlang,",开发/测试/运维类,"游戏,Linux,服务器",python游戏服务器开发,大专,未融资,2017-12-14 14:13:30
10k-15k,深圳,1-3年,南山区,50-150人,深圳市云之梦科技有限公司,"移动互联网,O2O","年底双薪,绩效奖金,交通补助,带薪年假,","云计算,后端开发,C/C++,linux,Java,",开发/测试/运维类,"薪资高,福利好,领导好,团队稳定","后台开发工程师（C++,PYTHON,GO）",大专,A轮,2017-12-19 09:33:48
9k-18k,深圳,1-3年,福田区,15-50人,广州智投网络科技有限公司,"移动互联网,电子商务",,"机器学习,数据挖掘,算法,",开发/测试/运维类,"工作环境好,年终奖金,团建多",Python（数据分析方向）,本科,不需要融资,2017-12-15 15:36:26
8k-15k,深圳,1-3年,南山区,15-50人,深圳可信智能技术有限公司,"移动互联网,硬件",,"Java,后端开发,MySQL,后端,",技术,"欢乐的氛围,弹性时间",服务器端工程师（Go/Python),本科,未融资,2017-12-18 15:56:37
15k-30k,深圳,3-5年,南山区,2000人以上,睿初科技,"企业服务,数据服务","节日礼物,技能培训,年底双薪,尊重和认可,","中级,C/C++,linux,Java,",开发/测试/运维类,"硅谷培训,加班少,氛围好,福利好",C++/Python后台软件开发高级工程师,本科,上市公司,2017-12-19 11:04:18
20k-35k,深圳,5-10年,南山区,2000人以上,深圳市明源云客电子商务有限公司,"移动互联网,企业服务","高额六险一金,年底双薪,绩效奖金,N项经费,","系统架构,",开发/测试/运维类,平台好，综合福利好，发展空间大,架构师（PHP/Python/Go）,本科,上市公司,2017-12-20 10:00:17
12k-18k,深圳,3-5年,龙华新区,50-150人,深圳市新一洲贸易有限公司,"电子商务,其他","绩效奖金,带薪年假,专项奖金,","硬件制造,linux,",开发/测试/运维类,"高薪福利好,相亲相爱,一群吃货,环境优美",python数据挖掘工程师,大专,未融资,2017-11-30 10:35:52
18k-25k,深圳,3-5年,,2000人以上,中信银行股份有限公司信用卡中心,"移动互联网,金融","互联网金融,节日礼物,绩效奖金,年度旅游,","大数据,",技术,银行编制！核心岗位！薪酬福利好~,数据挖掘(Hadoop/Python),本科,上市公司,2017-12-12 14:38:25
18k-35k,深圳,1-3年,罗湖区,2000人以上,中信银行股份有限公司信用卡中心,"移动互联网,金融","互联网金融,节日礼物,绩效奖金,年度旅游,",,技术,完善的福利，大数据分析与挖掘,数据挖掘（Hadoop、python大数据方向）,本科,上市公司,2017-12-12 14:38:26
15k-30k,深圳,3-5年,南山区,2000人以上,腾讯科技(深圳)有限公司,"移动互联网 ,游戏","免费班车,成长空间,年度旅游,岗位晋升,","云计算,高级,linux,",开发/测试/运维类,"五险一金,带薪休假,绩效奖金",蓝鲸SaaS后台开发工程师（python）,本科,上市公司,2017-12-15 09:48:59
