salary,city,workYear,district,companySize,companyFullName,industryField,companyLabelList,positionLables,firstType,positionAdvantage,positionName,education,financeStage,createTime
10k-15k,上海,1-3年,徐汇区,50-150人,上海壤歌市场营销策划有限公司,"移动互联网,企业服务","股票期权,绩效奖金,岗位晋升,扁平管理,","中级,爬虫,",开发/测试/运维类,"弹性上班,技术氛围,技术驱动,福利多多",python工程师,不限,A轮,2017-12-20 10:50:43
15k-25k,上海,1-3年,杨浦区,500-2000人,上海优刻得信息科技有限公司,"数据服务,企业服务","节日礼物,技能培训,股权激励计划,代码改变世界,","云计算,",开发/测试/运维类,"六险一金,弹性工作,年终旅游,技术挑战",初级Python开发工程师,本科,D轮及以上,2017-12-21 01:07:26
16k-32k,上海,3-5年,普陀区,2000人以上,拉扎斯网络科技（上海）有限公司,移动互联网,"节日礼物,绩效奖金,年度旅游,岗位晋升,","本地生活,",技术,中间件部门，底层开发，发展空间大,资深／高级Python工程师,本科,D轮及以上,2017-12-20 15:44:57
20k-35k,上海,5-10年,浦东新区,2000人以上,上海你我贷互联网金融信息服务有限公司,金融,"年底双薪,节日礼物,技能培训,绩效奖金,","云计算,linux,",开发/测试/运维类,公司待遇好,高级Python工程师,本科,未融资,2017-12-20 09:55:27
15k-25k,上海,3-5年,长宁区,2000人以上,携程计算机技术（上海）有限公司,"移动互联网,旅游","绩效奖金,股票期权,五险一金,交通补助,","云计算,软件开发,运维,OpenStack,",开发/测试/运维类,跟优秀的团队一起工作,Python开发工程师,本科,上市公司,2017-12-12 10:17:33
20k-40k,上海,3-5年,浦东新区,50-150人,上海亦存网络科技有限公司,"企业服务,数据服务","技能培训,专项奖金,绩效奖金,扁平管理,","云计算,Java,分布式,redis,",开发/测试/运维类,"技术大牛,团队氛围好,扁平管理",高级Python开发,本科,不需要融资,2017-12-19 09:26:45
10k-20k,上海,1-3年,长宁区,500-2000人,瞬联软件科技（北京）有限公司,"移动互联网 ,企业服务","高薪,节日礼物,弹性工作,带薪年假,","信息安全,linux,OpenStack,KVM,",开发/测试/运维类,"虚拟化,mano,跨国团队,heat",虚拟化开发Java/python,本科,不需要融资,2017-12-20 15:43:24
15k-30k,上海,5-10年,静安区,150-500人,深圳狗尾草智能科技有限公司,"移动互联网,O2O","年底双薪,股票期权,带薪年假,绩效奖金,","体育运动,后台,",开发/测试/运维类,"五险一金,年终多薪,车补餐补,项目奖金",高级Python开发工程师,本科,A轮,2017-12-18 11:04:03
18k-36k,上海,3-5年,杨浦区,50-150人,上海骞云信息科技有限公司,"企业服务,数据服务","年底双薪,股票期权,带薪年假,定期体检,","云计算,后端开发,Shell,redis,golang,",开发/测试/运维类,"大牛如云,云服务,病假年假,团建旅游",资深Python开发工程师,本科,B轮,2017-12-20 09:28:09
20k-35k,上海,3-5年,徐汇区,150-500人,上海拿米金融信息服务有限公司,"移动互联网,金融","年底双薪,股票期权,带薪年假,通讯津贴,","爬虫,",开发/测试/运维类,"环境佳,技术强,领导好",大数据应用工程师-Python,大专,不需要融资,2017-12-11 09:51:14
15k-30k,上海,3-5年,浦东新区,150-500人,上海数禾信息科技有限公司,"移动互联网,金融","股票期权,通讯津贴,交通补助,午餐补助,","金融,软件开发,",开发/测试/运维类,"移动金融,未来金矿,精英团队,助力成长",Python 高级开发工程师,本科,不需要融资,2017-12-20 09:09:56
10k-15k,上海,1-3年,徐汇区,15-50人,杭州轻触科技有限公司,"企业服务,移动互联网","年底双薪,带薪年假,节日礼物,领导好,",,技术,七险一金；双休；项目奖金；年终奖,Python开发工程师,本科,不需要融资,2017-12-15 10:21:31
10k-18k,上海,1-3年,闸北区,150-500人,智慧芽信息科技（苏州）有限公司,移动互联网,"技能培训,年底双薪,节日礼物,绩效奖金,","爬虫,SAAS,",开发/测试/运维类,"技术大牛,不打卡,外企",Python 开发工程师,本科,C轮,2017-12-20 09:14:32
15k-20k,上海,1-3年,闵行区,15-50人,上海云拿智能科技有限公司,移动互联网,"弹性工作,五险一金,股票期权,","C++,Java,算法,",开发/测试/运维类,"扁平化管理,领导好,氛围好,弹性工作",Python开发工程师,本科,天使轮,2017-12-15 19:50:47
20k-40k,上海,3-5年,长宁区,2000人以上,北京三快在线科技有限公司,"移动互联网,O2O","技能培训,绩效奖金,岗位晋升,领导好,",,开发/测试/运维类,"补充医保,股票期权,弹性工作,年终奖",资深python开发工程师,本科,D轮及以上,2017-12-01 16:51:48
10k-20k,上海,1-3年,静安区,50-150人,上海逗屋网络科技有限公司,游戏,,"游戏,后台,",开发/测试/运维类,"优势的项目,丰厚的薪资,雄厚的资金",Python工具开发工程师,本科,B轮,2017-12-20 10:43:47
10k-20k,上海,1-3年,长宁区,500-2000人,瞬联软件科技（北京）有限公司,"移动互联网 ,企业服务","高薪,节日礼物,弹性工作,带薪年假,","云计算,初级,",开发/测试/运维类,"虚拟化,云,VMS,shell",Mano/虚拟化/openstack/python,本科,不需要融资,2017-12-20 15:43:25
15k-25k,上海,3-5年,普陀区,2000人以上,拉扎斯网络科技（上海）有限公司,移动互联网,"节日礼物,绩效奖金,年度旅游,岗位晋升,","本地生活,",技术,团队氛围好,高级Python工程师,本科,D轮及以上,2017-12-20 15:44:57
20k-40k,上海,5-10年,浦东新区,50-150人,上海亦存网络科技有限公司,"企业服务,数据服务","技能培训,专项奖金,绩效奖金,扁平管理,","云计算,高级,后端开发,redis,",开发/测试/运维类,"偏平化管理,晋升空间,团队管理,丰厚的年终",资深Python/Java开发工程师,本科,不需要融资,2017-12-20 14:27:38
20k-30k,上海,5-10年,闸北区,150-500人,智慧芽信息科技（苏州）有限公司,移动互联网,"技能培训,年底双薪,节日礼物,绩效奖金,","资深,大数据,Java,",开发/测试/运维类,"弹性办公,团队管理,技术牛人,福利好",技术经理Python,本科,C轮,2017-12-20 09:14:32
15k-20k,上海,1-3年,闵行区,15-50人,上海云拿智能科技有限公司,移动互联网,"弹性工作,五险一金,股票期权,","C++,Java,算法,",开发/测试/运维类,"扁平化管理,领导好,氛围好,弹性工作",Python开发工程师,本科,天使轮,2017-12-15 19:50:47
20k-40k,上海,3-5年,长宁区,2000人以上,北京三快在线科技有限公司,"移动互联网,O2O","技能培训,绩效奖金,岗位晋升,领导好,",,开发/测试/运维类,"补充医保,股票期权,弹性工作,年终奖",资深python开发工程师,本科,D轮及以上,2017-12-01 16:51:48
10k-20k,上海,1-3年,静安区,50-150人,上海逗屋网络科技有限公司,游戏,,"游戏,后台,",开发/测试/运维类,"优势的项目,丰厚的薪资,雄厚的资金",Python工具开发工程师,本科,B轮,2017-12-20 10:43:47
20k-30k,上海,1-3年,徐汇区,150-500人,上海触乐信息科技有限公司,"移动互联网,数据服务","技能培训,节日礼物,股票期权,天台足球场,","高级,",开发/测试/运维类,"出海产品,6亿用户",后端开发工程师（Python）,本科,D轮及以上,2017-12-20 10:05:09
12k-20k,上海,1-3年,浦东新区,150-500人,上海爱福窝云技术有限公司,电子商务,"在线家装设计,年底双薪,五险一金,带薪年假,","node.js,后端,golang,",开发/测试/运维类,"午餐补助,平台好,股票期权",Python开发,本科,A轮,2017-12-14 13:39:03
16k-32k,上海,1-3年,长宁区,150-500人,再惠（上海）网络科技有限公司,"移动互联网,企业服务","午餐晚餐补助,领导亲和逗逼,丰厚股票期权,年底2-5薪,","本地生活,中级,大数据,php,Java,web,",开发/测试/运维类,硅谷文化；免费餐饮；期权激励；,后端（Python）开发工程师,本科,B轮,2017-12-20 11:18:50
15k-25k,上海,3-5年,,50-150人,互道信息技术（上海）有限公司,"移动互联网,电子商务","节日礼物,技能培训,年底双薪,绩效奖金,","云计算,大数据,Java,",技术,带薪年假 定期体检 弹性工作 领导好,Python开发,本科,A轮,2017-12-18 14:10:46
12k-24k,上海,3-5年,浦东新区,2000人以上,上海拍拍贷金融信息服务有限公司,金融,"绩效奖金,五险一金,带薪年假,午餐补助,","高级,",开发/测试/运维类,晋升空间大、福利好,python工程师,本科,上市公司,2017-11-27 17:38:45
10k-15k,上海,1-3年,黄浦区,50-150人,北京推想科技有限公司,"医疗健康,数据服务","午餐补助,股票期权,定期体检,弹性工作,","数据分析,数据挖掘,人工智能,爬虫,医疗健康,",开发/测试/运维类,"弹性工时,五险一金,团队牛逼,14薪",python工程师,大专,B轮,2017-12-20 10:33:50
20k-40k,上海,5-10年,杨浦区,少于15人,源杉信息技术（上海）有限公司,"数据服务,金融","股票期权,美女多,领导好,扁平管理,","云计算,资深,全栈,redis,",开发/测试/运维类,"人工智能,股票激励,大牛团队,发展空间大",Python后端开发,本科,天使轮,2017-12-21 09:04:32
10k-20k,上海,3-5年,闵行区,2000人以上,上海泛微网络科技股份有限公司,"移动互联网,企业服务","技能培训,带薪年假,绩效奖金,岗位晋升,","硬件制造,高级,中级,DBA,SQLServer,Oracle,",开发/测试/运维类,"上市公司,免费三餐,员工旅游,半年调薪",阿里云运维工程师（python）,本科,上市公司,2017-12-21 09:06:32
18k-25k,上海,3-5年,普陀区,2000人以上,拉扎斯网络科技（上海）有限公司,移动互联网,"节日礼物,绩效奖金,年度旅游,岗位晋升,","php,",开发/测试/运维类,主站平台，标配Mac，商业保险,资深Python工程师,本科,D轮及以上,2017-12-01 09:56:40
10k-20k,上海,3-5年,闵行区,2000人以上,上海泛微网络科技股份有限公司,"移动互联网,企业服务","技能培训,带薪年假,绩效奖金,岗位晋升,","硬件制造,高级,中级,DBA,SQLServer,Oracle,",开发/测试/运维类,"上市公司,免费三餐,员工旅游,半年调薪",阿里云运维工程师（python）,本科,上市公司,2017-12-21 09:06:32
10k-20k,上海,1-3年,闸北区,150-500人,智慧芽信息科技（苏州）有限公司,移动互联网,"技能培训,年底双薪,节日礼物,绩效奖金,","云计算,高级,机器学习,自然语言处理,",开发/测试/运维类,"弹性工作,晋升空间大,五险一金",Python后端开发工程师,本科,C轮,2017-12-20 09:14:32
15k-30k,上海,1-3年,长宁区,150-500人,再惠（上海）网络科技有限公司,"移动互联网,企业服务","午餐晚餐补助,领导亲和逗逼,丰厚股票期权,年底2-5薪,","本地生活,本地生活,大数据,团购,点评,",开发/测试/运维类,硅谷文化；免费餐饮；期权激励；,Python开发工程师,本科,B轮,2017-12-20 00:43:53
10k-20k,上海,1-3年,黄浦区,2000人以上,众安在线财产保险股份有限公司,金融,"定期体检,每天下午茶,六险一金,年度体检,",,开发/测试/运维类,互联网氛围 福利待遇好,Python工程师--爬虫方向,本科,上市公司,2017-12-15 14:54:55
11k-20k,上海,1-3年,浦东新区,500-2000人,上海店达信息技术有限公司,"电子商务,O2O","扁平管理,产品牛,晋升空间大,","云计算,后端开发,分布式,redis,",开发/测试/运维类,"五险一金,团建活动,技术牛",Python 研发工程师,本科,B轮,2017-12-20 12:38:52
10k-17k,上海,1-3年,浦东新区,500-2000人,深圳市雁联计算系统有限公司,金融,"节日礼物,技能培训,带薪年假,绩效奖金,","后端开发,",开发/测试/运维类,福利好、同事氛围融洽、职位晋升空间大,Python开发工程师,本科,不需要融资,2017-12-05 17:33:47
10k-20k,上海,1-3年,杨浦区,15-50人,上海墨沐金融信息服务有限公司,"移动互联网,金融","不差钱,经纬中国,核心竞争力,弹性工作,","金融,分布式,",开发/测试/运维类,"时间自由,技术先进,区块链",python 开发工程师,本科,A轮,2017-12-17 12:40:26
20k-30k,上海,1-3年,徐汇区,150-500人,上海触乐信息科技有限公司,"移动互联网,数据服务","技能培训,节日礼物,股票期权,天台足球场,","高级,",开发/测试/运维类,"出海产品,6亿用户",后端开发工程师（Python）,本科,D轮及以上,2017-12-20 10:05:09
10k-15k,上海,1-3年,普陀区,150-500人,舶乐蜜电子商务（上海）有限公司,"移动互联网,电子商务","股票期权,国际化团队,扁平管理,薪资高,","数据分析,数据挖掘,大数据,hadoop,",开发/测试/运维类,"高手众多,国际团队,晋升潜力大",Python工程师（数据方向）,本科,B轮,2017-12-19 09:31:52
10k-20k,上海,1-3年,徐汇区,150-500人,上海迈外迪网络科技有限公司,"移动互联网,O2O","岗位晋升,技能培训,管理规范,领导好,","php,后端,",开发/测试/运维类,"五险一金,团队氛围好,扁平化管理",高级Python开发,本科,D轮及以上,2017-12-20 10:52:57
10k-20k,上海,1-3年,静安区,50-150人,上海逗屋网络科技有限公司,游戏,,"web前端,",开发/测试/运维类,"雄厚的资金,MOBA,稳定的发展,优势的薪资",Python工具开发工程师,本科,B轮,2017-12-20 10:43:48
20k-40k,上海,3-5年,杨浦区,少于15人,源杉信息技术（上海）有限公司,"数据服务,金融","股票期权,美女多,领导好,扁平管理,","云计算,全栈,资深,",开发/测试/运维类,"人工智能,股票期权,大牛团队,发展空间大",Python后端开发,本科,天使轮,2017-12-18 11:17:20
15k-25k,上海,3-5年,黄浦区,2000人以上,上海厚本金融信息服务有限公司,金融,"技能培训,年底双薪,股票期权,带薪年假,","高级,爬虫,服务器端,自动化,",开发/测试/运维类,"技术前沿,优渥待遇,学习成长",Python/Go 运维开发工程师,本科,A轮,2017-12-21 09:06:05
15k-20k,上海,1-3年,长宁区,2000人以上,新思科技（上海）有限公司,"硬件,数据服务","绩效奖金,专项奖金,五险一金,带薪年假,","软件开发,EDA,",开发/测试/运维类,"公司好,福利好,环境好,领导好",C++、Python软件工程师,本科,上市公司,2017-12-19 17:06:22
15k-30k,上海,1-3年,普陀区,2000人以上,拉扎斯网络科技（上海）有限公司,移动互联网,"节日礼物,绩效奖金,年度旅游,岗位晋升,",,开发/测试/运维类,新业务、空间大；不打卡、定期团建和旅游,资深Python工程师,本科,D轮及以上,2017-12-10 13:25:27
16k-32k,上海,1-3年,长宁区,150-500人,再惠（上海）网络科技有限公司,"移动互联网,企业服务","午餐晚餐补助,领导亲和逗逼,丰厚股票期权,年底2-5薪,","本地生活,中级,大数据,php,Java,web,",开发/测试/运维类,硅谷文化；免费餐饮；期权激励；,后端（Python）开发工程师,本科,B轮,2017-12-20 11:18:50
10k-20k,上海,3-5年,松江区,500-2000人,上海巨人网络科技有限公司,游戏,"年底双薪,专项奖金,股票期权,绩效奖金,","高级,Java,MySQL,",开发/测试/运维类,一流的办公环境 发展平台 福利丰富,Python数据开发工程师,大专,上市公司,2017-12-19 11:03:37
10k-15k,上海,1-3年,普陀区,150-500人,舶乐蜜电子商务（上海）有限公司,"移动互联网,电子商务","股票期权,国际化团队,扁平管理,薪资高,","数据分析,数据挖掘,大数据,SQL,hadoop,",开发/测试/运维类,"高手众多,国际团队,晋升潜力大",数据工程师（Python）,大专,B轮,2017-12-19 09:31:53
14k-22k,上海,3-5年,虹口区,15-50人,欢唱网络科技（上海）有限公司,文化娱乐,"扁平管理,节日礼物,五险一金,年度旅游,","架构,",开发/测试/运维类,"晋升明确,前景无限,音乐项目,文娱行业",高级Python工程师,本科,B轮,2017-12-18 21:10:20
7k-12k,上海,1-3年,浦东新区,2000人以上,上海泛微网络科技股份有限公司,"移动互联网,企业服务","技能培训,带薪年假,绩效奖金,岗位晋升,","信息安全,linux,Nginx,系统工程师,",开发/测试/运维类,"半年调薪,三餐福利,专业培训,上市公司",运维工程师（python方向）,大专,上市公司,2017-12-16 09:24:14
15k-25k,上海,1-3年,浦东新区,500-2000人,达疆网络科技（上海）有限公司,O2O,"年底双薪,绩效奖金,岗位晋升,定期体检,","高级,中级,php,Java,web,",开发/测试/运维类,平台稳定，团队快速发展,后端python工程师,本科,D轮及以上,2017-12-20 15:48:08
10k-20k,上海,1-3年,虹口区,50-150人,上海市行知进修学院,教育,""""",","高级,中级,php,Java,后端,",开发/测试/运维类,"年轻有活力,为梦想而战,行业颠覆",Python程序员,本科,不需要融资,2017-12-19 15:35:18
10k-20k,上海,1-3年,黄浦区,2000人以上,众安在线财产保险股份有限公司,金融,"定期体检,每天下午茶,六险一金,年度体检,",,开发/测试/运维类,互联网氛围 福利待遇好,Python工程师--爬虫方向,不限,上市公司,2017-12-15 14:54:55
15k-20k,上海,1-3年,闵行区,少于15人,上海搜钢信息技术有限公司,"电子商务,企业服务",,"flask,elasticsearch,",开发/测试/运维类,"全栈文化,技术空间大,团队年轻",Python开发工程师,本科,未融资,2017-12-19 14:24:49
10k-15k,上海,不限,浦东新区,2000人以上,平安科技（深圳）有限公司,金融,"节日礼物,年度旅游,岗位晋升,技能培训,","金融,大数据,数据挖掘,算法,数据结构,",开发/测试/运维类,公司发展前景好，福利待遇好,Python开发工程师（上海）,本科,不需要融资,2017-12-15 10:26:30
15k-25k,上海,3-5年,虹口区,50-150人,宏居网络技术（上海）有限公司,移动互联网,"带薪年假,岗位晋升,扁平管理,美女多,","云计算,后端开发,",开发/测试/运维类,"氛围好,领导好,前景好",高级后端Python开发工程师,本科,B轮,2017-12-20 13:37:28
25k-45k,上海,3-5年,徐汇区,150-500人,上海触乐信息科技有限公司,"移动互联网,数据服务","技能培训,节日礼物,股票期权,天台足球场,","高级,服务器端,redis,",开发/测试/运维类,"十亿用户量,行业独角兽,大牛团队,环境极客",资深Python后端开发/架构师,本科,D轮及以上,2017-12-20 10:05:10
9k-18k,上海,1-3年,浦东新区,50-150人,上海中畅信息科技有限公司,"金融 ,数据服务","技能培训,年度旅游,岗位晋升,管理规范,","中级,初级,项目管理,OpenStack,",开发/测试/运维类,"五险一金,带薪年假,年度旅游,福利多",python工程师,本科,未融资,2017-11-30 09:56:49
10k-20k,上海,3-5年,浦东新区,2000人以上,平安银行股份有限公司,金融,"带薪年假,午餐补助,定期体检,绩效奖金,","运维,Java,MySQL,PostgreSQL,",开发/测试/运维类,优秀的团队技术氛围,工具开发工程师(Python),本科,上市公司,2017-12-20 16:54:05
16k-32k,上海,3-5年,长宁区,150-500人,再惠（上海）网络科技有限公司,"移动互联网,企业服务","午餐晚餐补助,领导亲和逗逼,丰厚股票期权,年底2-5薪,","资深,高级,中级,Java,",开发/测试/运维类,职位诱惑： 弹性工作制度，顶级VC,后端开发工程师（Python）,本科,B轮,2017-12-20 00:43:53
15k-25k,上海,3-5年,虹口区,50-150人,北京中证天通会计师事务所（特殊普通合伙）上海分所,企业服务,"扁平管理,领导好,节日礼物,弹性工作,","实习,后端,全栈,",开发/测试/运维类,"五险一金,人工智能,弹性工作制,美女众多",Python 开发工程师,本科,不需要融资,2017-11-29 17:27:39
15k-25k,上海,1-3年,徐汇区,500-2000人,上海客齐集信息技术有限公司,移动互联网,"节日礼物,带薪年假,租房津贴,妹纸美,","中级,初级,软件开发,web,",开发/测试/运维类,工程师文化 目标导向 福利待遇佳,python后端开发工程师,本科,上市公司,2017-12-19 10:30:35
15k-30k,上海,3-5年,浦东新区,15-50人,东吴在线（苏州）金融科技服务有限公司,"金融,移动互联网",,"资深,量化,",开发/测试/运维类,"券商系,陆家嘴办公,福利贴心,氛围好",高级Python工程师,本科,A轮,2017-12-15 18:28:16
10k-20k,上海,不限,徐汇区,15-50人,杭州轻触科技有限公司,"企业服务,移动互联网","年底双薪,带薪年假,节日礼物,领导好,","linux,运维,OpenStack,",开发/测试/运维类,"七险一金,老板惜才,福利丰厚,团队融洽",python开发工程师,大专,不需要融资,2017-12-15 10:21:32
7k-14k,上海,1-3年,浦东新区,50-150人,上海乐野网络科技有限公司,移动互联网,"年底双薪,带薪年假,午餐补助,专项奖金,","中级,Java,MySQL,",开发/测试/运维类,"广阔的前景,满意的薪酬,人性化管理,良好的氛围",python开发工程师,本科,未融资,2017-12-18 17:11:57
10k-20k,上海,3-5年,浦东新区,50-150人,上海中畅信息科技有限公司,"金融 ,数据服务","技能培训,年度旅游,岗位晋升,管理规范,","金融,Java,平台/后台,php,web,",开发/测试/运维类,"商业保险,年度体检,青春活力,活动丰富",Python工程师（互联网金融云平台开发）,本科,未融资,2017-12-14 14:50:18
25k-35k,上海,3-5年,普陀区,少于15人,上海卓年软件研发有限公司,移动互联网,"专项奖金,年度旅游,美女多,领导好,","资深,区块链,Java,OpenStack,",开发/测试/运维类,"区块链,待遇高,福利好",Python工程师,本科,A轮,2017-12-17 15:45:30
20k-40k,上海,1-3年,宝山区,500-2000人,北京千锋互联科技有限公司,移动互联网,"节日礼物,专项奖金,股票期权,带薪年假,","教育,高级,架构师,软件开发,运营,音视频,",开发/测试/运维类,"福利多多,时间灵活",python讲师,大专,A轮,2017-12-18 14:38:09
15k-25k,上海,3-5年,普陀区,2000人以上,拉扎斯网络科技（上海）有限公司,移动互联网,"节日礼物,绩效奖金,年度旅游,岗位晋升,","后端开发,基础设施,微服务,应用框架,",开发/测试/运维类,中间件 出国团建 带薪假 补充医疗,高级 Python 开发工程师 （服务框架开发）,本科,D轮及以上,2017-12-20 15:44:56
15k-20k,上海,1-3年,闵行区,15-50人,上海犇众信息技术有限公司,移动互联网,"节日礼物,股票期权,带薪年假,年度旅游,","信息安全,php,MySQL,",开发/测试/运维类,"弹性工作制,商业保险,公司旅游,年终奖金",Python开发工程师,大专,天使轮,2017-12-19 11:07:37
20k-40k,上海,5-10年,徐汇区,50-150人,斯干网络科技有限公司,"移动互联网,文化娱乐","节日礼物,股票期权,扁平管理,帅哥多,","node.js,Java,",开发/测试/运维类,"发展空间大,轻松氛围,福利多多",高级Python开发工程师,本科,B轮,2017-12-17 14:22:45
6k-12k,上海,1-3年,闵行区,2000人以上,上海泛微网络科技股份有限公司,"移动互联网,企业服务","技能培训,带薪年假,绩效奖金,岗位晋升,","信息安全,中级,linux,windows,Nginx,",开发/测试/运维类,"美味三餐,半年调薪,福利待遇佳",运维工程师（python自动化运维）,本科,上市公司,2017-12-20 09:25:46
12k-24k,上海,3-5年,杨浦区,15-50人,上海见寻文化创意有限公司,社交网络,"年底双薪,定期体检,带薪年假,","云计算,高级,php,Java,MySQL,",开发/测试/运维类,"弹性上下班,年终奖,团队有趣",Python 研发工程师,本科,天使轮,2017-12-18 15:37:33
15k-20k,上海,1-3年,浦东新区,500-2000人,上海幻电信息科技有限公司,"移动互联网,文化娱乐","带薪年假,绩效奖金,交通补助,午餐补助,","大数据,",技术,(゜-゜)つロ 乾杯~,PHP/Python研发工程师,本科,未融资,2017-12-20 11:29:49
10k-20k,上海,1-3年,静安区,50-150人,千言信息技术（上海）有限公司,"电子商务,教育","股票期权,20天年假,高端医疗保险,学习基金计划,","旅游,医疗健康,php,Java,Ruby,web,",开发/测试/运维类,"国际化团队,福利太多,企业文化,技术驱动",Python工程师,本科,A轮,2017-12-20 10:39:06
10k-15k,上海,1-3年,虹口区,150-500人,上海朋数信息科技有限公司,移动互联网,"年底双薪,绩效奖金,五险一金,弹性工作,","金融,初级,数据分析,大数据,算法,",开发/测试/运维类,"发展快,氛围好",python数据开发,本科,B轮,2017-12-20 10:31:54
18k-35k,上海,3-5年,黄浦区,15-50人,上海茗日智能科技有限公司,企业服务,"人工智能,影响行业,","架构师,服务器端,C++,Java,",开发/测试/运维类,"有难度,扩大知识域,发展前景广,AI相关",高级Python工程师,本科,天使轮,2017-12-07 19:51:25
15k-30k,上海,3-5年,浦东新区,15-50人,上海清源绿网科技有限公司,数据服务,"节日礼物,带薪年假,绩效奖金,扁平管理,",,开发/测试/运维类,"六险一金,餐补,弹性时间,年终奖",高级Python开发工程师,大专,天使轮,2017-12-18 14:13:41
15k-25k,上海,1-3年,宝山区,15-50人,上海守易信息科技有限公司,"移动互联网,电子商务",""""",","web,数据分析,全栈,区块链,大数据,",开发/测试/运维类,"期权奖励,五险一金,发展空间大,前沿技术",python高级工程师,本科,天使轮,2017-12-18 15:56:34
15k-30k,上海,3-5年,长宁区,50-150人,阿基米德（上海）传媒有限公司,"移动互联网,电子商务","年底双薪,带薪年假,绩效奖金,扁平管理,","数据分析,数据挖掘,机器学习,深度学习,人工智能,MySQL,",开发/测试/运维类,"福利好,学习机会多,补充公积金,商业保险",python高级大数据开发工程师,本科,B轮,2017-12-18 14:28:17
10k-15k,上海,1-3年,浦东新区,150-500人,上海数禾信息科技有限公司,"移动互联网,金融","股票期权,通讯津贴,交通补助,午餐补助,",,技术,移动金融，未来金矿；精英团队，助力成长！,Python 开发工程师,本科,不需要融资,2017-12-20 09:09:57
30k-40k,上海,5-10年,浦东新区,500-2000人,沪江教育科技（上海）股份有限公司,"移动互联网,教育","技能培训,节日礼物,年底双薪,专项奖金,","总监,资深,高级,linux,OpenStack,",开发/测试/运维类,上市前夜 弹性办公 周末双休,python架构师,大专,D轮及以上,2017-12-19 19:03:09
7k-12k,上海,1-3年,闵行区,2000人以上,上海泛微网络科技股份有限公司,"移动互联网,企业服务","技能培训,带薪年假,绩效奖金,岗位晋升,","信息安全,linux,系统工程师,",开发/测试/运维类,"绩效奖金,三餐福利,半年调薪,上市公司",运维工程师（python自动化运维）,本科,上市公司,2017-12-16 09:24:16
15k-20k,上海,3-5年,徐汇区,500-2000人,北京新锐互动商业网络有限公司上海分公司,"移动互联网,电子商务","节日礼物,技能培训,免费班车,绩效奖金,","大数据,Java,MySQL,",开发/测试/运维类,"待遇好,平台好",高级python开发工程师,本科,上市公司,2017-12-15 14:21:56
18k-35k,上海,3-5年,长宁区,2000人以上,北京三快在线科技有限公司,"移动互联网,O2O","技能培训,绩效奖金,岗位晋升,领导好,","架构师,服务器端,自动化,系统开发,",开发/测试/运维类,"大数据,海量用户,技术精英",Python开发主管/经理（运维开发）,本科,D轮及以上,2017-12-20 16:25:50
10k-20k,上海,1-3年,徐汇区,50-150人,竹筏科技（北京）有限公司,"移动互联网,社交网络","带薪年假,午餐补助,弹性工作,领导好,","web,后端,",开发/测试/运维类,"公司福利好,团队氛围佳",Python开发工程师,本科,不需要融资,2017-12-18 11:31:59
10k-20k,上海,1-3年,浦东新区,15-50人,上海酷犇网络科技有限公司,"移动互联网,金融",,"高级,node.js,Java,",开发/测试/运维类,"氛围轻松,充分自主,任性期权",python工程师,本科,天使轮,2017-12-18 14:11:25
15k-25k,上海,1-3年,闵行区,15-50人,上海云首信息科技有限公司,"数据服务,企业服务","绩效奖金,带薪年假,股票期权,定期体检,","云计算,中级,爬虫,php,Java,",开发/测试/运维类,"弹性工作,奋斗者团队,股权激励,共同成长",Python工程师,本科,未融资,2017-12-20 09:49:20
20k-30k,上海,3-5年,浦东新区,150-500人,上海库铭信息科技有限公司,"O2O,金融","技能培训,专项奖金,带薪年假,年度旅游,","资深,Java,MySQL,redis,",开发/测试/运维类,"缓存技术,Linux,WEB,爬虫",Python高级开发工程师,本科,天使轮,2017-12-18 10:13:21
12k-20k,上海,3-5年,静安区,50-150人,上海企企网络科技有限公司,移动互联网,,"软件开发,Java,",开发/测试/运维类,"地铁附近,周末双休,五险一金",Python/OpenERP,大专,天使轮,2017-12-19 14:30:44
10k-20k,上海,3-5年,长宁区,15-50人,上海麦色信息科技有限公司,"移动互联网,医疗健康","股票期权,绩效奖金,岗位晋升,扁平管理,","PHP,golang,",开发/测试/运维类,"行业大咖,餐补,弹性工作",python开发工程师,本科,天使轮,2017-12-12 11:41:40
10k-18k,上海,1-3年,,15-50人,上海智眠信息科技有限公司,"移动互联网,医疗健康","带薪年假,氛围轻松,美女多,老板nice,","php,Ruby,新机遇,大健康产业,新挑战,",技术,估值过亿 带薪年假 节假日福利,Python开发工程师,本科,A轮,2017-12-18 09:13:46
14k-28k,上海,1年以下,徐汇区,少于15人,上海硬咖网络科技有限公司,"数据服务,其他",,"后端开发,大数据,数据分析,数据挖掘,",开发/测试/运维类,"福利好,五险一金,环境好,交通方便",Python,不限,天使轮,2017-12-19 17:49:00
5k-10k,上海,不限,宝山区,15-50人,上海世昕软件股份有限公司,"企业服务,硬件","技能培训,节日礼物,股票期权,带薪年假,","云计算,Java,MySQL,",开发/测试/运维类,"技能培训,领导亲切,氛围轻松",Python开发工程师,本科,上市公司,2017-12-19 09:01:38
10k-20k,上海,3-5年,闵行区,15-50人,上海金戋信息科技有限公司,"移动互联网,游戏",,"支付,Java,",开发/测试/运维类,"员工旅游,下午茶福利,生日福利,定期体检",Python资深开发,本科,未融资,2017-12-05 10:41:01
