salary,city,workYear,district,companySize,companyFullName,industryField,companyLabelList,positionLables,firstType,positionAdvantage,positionName,education,financeStage,createTime
18k-30k,北京,5-10年,东城区,500-2000人,金色家园网络科技有限公司,O2O,"节日礼物,带薪年假,绩效奖金,管理规范,","云计算,Java,系统架构,",开发/测试/运维类,"股票期权,绩效奖金",高级python工程师,本科,不需要融资,2017-12-20 09:28:50
18k-25k,北京,1-3年,海淀区,2000人以上,北京小米科技有限责任公司,移动互联网,"快速成长,免费班车,扁平管理,技能培训,","大数据,C++,Java,",开发/测试/运维类,MIUI,Python开发工程师,本科,D轮及以上,2017-12-20 12:09:48
15k-30k,北京,3-5年,海淀区,150-500人,北京智者天下科技有限公司,"移动互联网,社交网络","年底双薪,股票期权,带薪年假,定期体检,","高级,Java,架构,",开发/测试/运维类,薪资优厚、氛围宽松、每日三餐、六险一金,Python开发工程师,本科,D轮及以上,2017-12-19 11:47:40
15k-30k,北京,3-5年,大兴区,2000人以上,北京金风科创风电设备有限公司,"硬件,其他","带薪年假,节日礼物,帅哥多,美女多,","后端开发,大数据,Java,MySQL,",开发/测试/运维类,"培训,平台,发展,福利",17社招-Python 开发工程师J12047,本科,上市公司,2017-12-19 09:05:30
15k-30k,北京,3-5年,海淀区,500-2000人,北京旷视科技有限公司,"移动互联网,硬件","科技大牛公司,自助三餐,年终多薪,超长带薪假期,","后端开发,后端,爬虫,测试平台,",开发/测试/运维类,平台好；福利多,python工程师,本科,C轮,2017-12-20 10:28:00
18K-35K,北京,3-5年,海淀区,150-500人,北京懿医云科技有限公司,"O2O,医疗健康","节日礼物,年底双薪,股票期权,带薪年假,","php,MySQL,redis,",开发/测试/运维类,"十四薪,带薪年假,免费三餐,租房补助",Python开发工程师,大专,B轮,2017-12-20 10:10:46
15k-30k,北京,1-3年,朝阳区,150-500人,北京作业盒子科技有限公司,"移动互联网,教育","技能培训,年底双薪,节日礼物,年度旅游,","数据清洗,数据结构化,",开发/测试/运维类,"五险一金,年终多薪,年度旅游,饭补交通补",Python工程师,本科,C轮,2017-12-19 11:39:44
10k-20k,北京,1-3年,朝阳区,15-50人,北京朴素磐石投资管理有限公司,金融,"股票期权,绩效奖金,岗位晋升,扁平管理,","linux,php,Java,",开发/测试/运维类,"五险一金,年底双薪,弹性工作",Python工程师,硕士,B轮,2017-12-20 11:38:47
15k-25k,北京,1-3年,东城区,150-500人,北京汇行科技有限公司,旅游,"股票期权,十四薪,零食饮料水果,团队氛围好,","爬虫,大数据,Java,算法,",开发/测试/运维类,"免费三餐,福利待遇好,氛围活跃",高级Python研发工程师,本科,B轮,2017-12-20 10:25:18
20k-40k,北京,3-5年,海淀区,500-2000人,北京弘合柏基金融信息服务有限责任公司,金融,"岗位晋升,股票期权,绩效奖金,定期体检,","硬件制造,php,Java,架构,",开发/测试/运维类,"五险一金,扁平化管理,地铁周边,团建",Python,本科,C轮,2017-11-30 12:05:10
10k-18k,北京,1-3年,海淀区,500-2000人,人人贷商务顾问（北京）有限公司,金融,"绩效奖金,年底双薪,五险一金,交通补助,","数据开发,numpy,pandas,",开发/测试/运维类,"14薪,节假双休,每月补助",Python开发工程师,本科,A轮,2017-12-20 17:08:47
9k-18k,北京,3-5年,朝阳区,2000人以上,武汉佰钧成技术有限责任公司,移动互联网,"带薪年假,计算机软件,管理规范,定期体检,","web,django,",开发/测试/运维类,"六险一金,加班补助,弹性工作",Python开发工程师,大专,不需要融资,2017-12-19 11:30:17
25k-35k,北京,3-5年,朝阳区,500-2000人,维我软件（上海）有限公司北京分公司,"移动互联网,企业服务","行业领先,超长年假,年度旅游,","云计算,资深,web,架构,",开发/测试/运维类,"纽交所上市,云计算,SaaS,生命科学",高级Python开发工程师,本科,上市公司,2017-12-20 10:18:29
15k-30k,北京,1-3年,海淀区,2000人以上,北京小米科技有限责任公司,移动互联网,"快速成长,免费班车,扁平管理,技能培训,","Ruby,",开发/测试/运维类,期权,Python开发工程师,本科,D轮及以上,2017-12-19 11:29:56
15k-25k,北京,3-5年,东城区,500-2000人,金色家园网络科技有限公司,O2O,"节日礼物,带薪年假,绩效奖金,管理规范,","云计算,产品经理,linux,C++,Java,架构,",产品/需求/项目类,"股票期权,绩效奖金",中级python工程师,本科,不需要融资,2017-12-20 09:28:48
